graph_id,node_id,label,train_mask,val_mask,test_mask,feat,X,Y,Z
3,19,0,True,False,False,"0.0,0.0,0.0,1.5,5.0,6.4,7.5,48.0",0.75,11.740909,3.418182
3,20,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,17.51,1.61
3,21,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",6.11,14.51,1.61
3,22,8,True,False,False,"0.0,0.0,1.0,7.0,3.0,3.2,21.0,67.2",4.25,16.0,1.6
3,23,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.61
3,24,6,False,True,False,"0.0,0.0,1.0,1.5,1.2,3.2,1.8,5.76",0.75,13.9,1.6
3,25,11,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.11,14.51,4.81
3,26,12,False,True,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.23,14.51,1.93
3,27,11,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.26,17.51,1.61
3,28,3,False,False,True,"0.0,0.0,0.0,3.7,5.0,3.2,18.5,59.2",3.35,12.0,1.6
3,29,7,False,False,True,"0.0,0.0,1.0,1.5,3.0,3.2,4.5,14.4",0.75,16.0,1.6
4,0,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.01,5.01,1.41
4,1,3,True,False,False,"0.0,0.0,0.0,2.7,5.0,2.8,13.5,37.8",2.85,12.0,1.4
4,2,12,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.13
4,3,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.29,9.51,3.93
4,4,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,9.51,4.21
4,5,10,True,False,False,"0.0,0.0,0.0,1.1,5.0,2.8,5.5,15.4",2.05,12.0,4.2
4,6,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.81,9.51,1.69
4,7,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.06,9.51,4.21
4,8,4,True,False,False,"0.0,0.0,1.0,1.8,5.0,2.8,9.0,25.2",5.1,12.0,1.4
4,9,2,True,False,False,"0.0,0.0,0.0,6.0,4.5,2.8,27.0,75.6",3.0,7.25,1.4
4,10,5,True,False,False,"0.0,0.0,0.0,3.4,5.0,2.8,17.0,47.6",4.3,12.0,4.2
4,11,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.61,12.01,4.21
4,12,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.81,14.51,1.69
4,13,7,True,False,False,"0.0,0.0,1.0,1.5,3.0,2.8,4.5,12.6",0.75,16.0,1.4
4,14,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.76,17.51,1.41
4,15,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.29,14.51,3.93
4,16,12,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",4.21,12.01,1.13
4,17,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.11,14.51,1.41
4,18,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,12.27,3.93
4,19,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,14.51,4.21
4,20,8,True,False,False,"0.0,0.0,1.0,6.0,3.0,2.8,18.0,50.4",3.75,16.0,1.4
4,21,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.41
4,22,6,True,False,False,"0.0,0.0,1.0,1.5,1.2,2.8,1.8,5.04",0.75,13.9,1.4
4,23,1,True,False,False,"1.0,1.0,0.0,6.0,5.0,2.8,30.0,84.0",3.0,2.5,1.4
4,24,0,False,True,False,"0.0,0.0,0.0,1.5,5.0,5.6,7.5,42.0",0.75,11.740909,2.990909
4,25,12,False,True,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.11,9.51,1.41
4,26,11,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,17.51,1.41
4,27,11,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.06,14.51,4.21
4,28,11,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.01,0.01,1.41
4,29,12,False,False,True,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,16.01,1.41
5,0,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.61,0.01,1.51
5,1,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,12.27,4.21
5,2,6,True,False,False,"0.0,0.0,1.0,1.5,4.5,3.0,6.75,20.25",0.75,7.25,4.5
5,3,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",6.31,18.71,1.51
5,4,3,True,False,False,"0.0,0.0,0.0,3.9,4.2,3.0,16.38,49.14",3.45,16.6,1.5
5,5,0,True,False,False,"0.0,0.0,0.0,1.5,5.0,6.0,7.5,45.0",0.75,11.740909,3.204545
5,6,6,True,False,False,"0.0,0.0,1.0,1.5,4.2,3.0,6.3,18.9",0.75,16.6,4.5
5,7,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,18.71,4.51
5,8,8,True,False,False,"0.0,1.0,0.0,7.2,3.6,3.0,25.92,77.76",3.6,20.5,1.5
5,9,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,18.71,1.51
5,10,7,True,False,False,"0.0,0.0,1.0,1.5,3.0,3.0,4.5,13.5",0.75,17.2,1.5
5,11,2,True,False,False,"0.0,0.0,0.0,7.2,4.5,3.0,32.4,97.2",3.6,7.25,1.5
5,12,8,True,False,False,"0.0,1.0,0.0,4.6,5.0,6.0,23.0,138.0",4.9,12.0,3.0
5,13,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,15.71,1.51
5,14,12,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",2.06,9.51,1.21
5,15,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.46,18.71,1.51
5,16,5,True,False,False,"0.0,0.0,0.0,5.7,4.5,3.0,25.65,76.95",4.35,7.25,4.5
5,17,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.57,18.71,4.21
5,18,10,True,False,False,"0.0,0.0,0.0,1.1,5.0,3.0,5.5,16.5",2.05,12.0,4.5
5,19,1,True,False,False,"1.0,1.0,0.0,7.2,5.0,3.0,36.0,108.0",3.6,2.5,1.5
5,20,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.06,9.51,4.51
5,21,4,True,False,False,"0.0,0.0,1.0,1.8,4.2,3.0,7.56,22.68",6.3,16.6,1.5
5,22,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",6.31,14.51,1.51
5,23,12,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",2.06,14.51,1.21
5,24,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,7.26,4.51
5,25,6,True,False,False,"0.0,0.0,1.0,1.5,1.2,3.0,1.8,5.4",0.75,15.1,1.5
5,26,12,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",5.41,16.61,1.21
5,27,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,5.01,4.51
5,28,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.19,5.01,1.81
5,29,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",4.91,9.51,1.51
5,30,6,True,False,False,"0.0,0.0,1.0,1.5,1.2,3.0,1.8,5.4",0.75,13.9,1.5
5,31,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.51
5,32,12,False,True,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.06,14.51,4.51
5,33,12,False,True,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.21
5,34,11,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.61,22.31,1.51
5,35,11,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.36,5.01,4.51
5,36,10,False,False,True,"0.0,0.0,0.0,1.1,5.0,3.0,5.5,16.5",2.05,12.0,1.5
5,37,12,False,False,True,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",4.01,14.51,1.51
5,38,5,False,False,True,"0.0,0.0,0.0,5.7,4.2,3.0,23.94,71.82",4.35,16.6,4.5
5,39,12,False,False,True,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,16.43,4.21
6,0,7,True,False,False,"0.0,0.0,1.0,1.5,3.0,2.9,4.5,13.05",0.75,17.2,1.45
6,1,6,True,False,False,"0.0,0.0,1.0,1.5,1.2,2.9,1.8,5.22",0.75,15.1,1.45
6,2,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,16.43,4.07
6,3,8,True,False,False,"0.0,1.0,0.0,4.4,5.0,5.8,22.0,127.6",4.6,12.0,2.9
6,4,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.33,18.71,4.07
6,5,6,True,False,False,"0.0,0.0,1.0,1.5,4.2,2.9,6.3,18.27",0.75,16.6,4.35
6,6,3,True,False,False,"0.0,0.0,0.0,3.5,4.2,2.9,14.7,42.63",3.25,16.6,1.45
6,7,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.03,5.01,1.75
6,8,10,True,False,False,"0.0,0.0,0.0,0.9,5.0,2.9,4.5,13.05",1.95,12.0,4.35
6,9,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.16,5.01,4.36
6,10,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.26,18.71,1.46
6,11,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,5.01,4.36
6,12,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.71,14.51,1.46
6,13,12,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",1.96,14.51,1.17
6,14,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.96,14.51,4.36
6,15,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,18.71,1.46
6,16,10,True,False,False,"0.0,0.0,0.0,0.9,5.0,2.9,4.5,13.05",1.95,12.0,1.45
6,17,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.96,9.51,4.36
6,18,5,True,False,False,"0.0,0.0,0.0,5.3,4.2,2.9,22.26,64.554",4.15,16.6,4.35
6,19,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.41,22.31,1.46
6,20,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,18.71,4.36
6,21,4,True,False,False,"0.0,0.0,1.0,1.8,4.2,2.9,7.56,21.924",5.9,16.6,1.45
6,22,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,7.26,4.36
6,23,1,True,False,False,"1.0,1.0,0.0,6.8,5.0,2.9,34.0,98.6",3.4,2.5,1.45
6,24,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.91,14.51,1.46
6,25,2,True,False,False,"0.0,0.0,0.0,6.8,4.5,2.9,30.6,88.74",3.4,7.25,1.45
6,26,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,15.71,1.46
6,27,12,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",1.96,9.51,1.17
6,28,11,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.41,0.01,1.46
6,29,12,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.17
6,30,6,True,False,False,"0.0,0.0,1.0,1.5,4.5,2.9,6.75,19.575",0.75,7.25,4.35
6,31,12,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",4.61,9.51,1.46
6,32,5,False,True,False,"0.0,0.0,0.0,5.3,4.5,2.9,23.85,69.165",4.15,7.25,4.35
