graph_id,node_id,label,train_mask,val_mask,test_mask,feat,X,Y,Z
2,10,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.66,14.51,1.51
2,11,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",1.96,9.51,4.51
2,12,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.36,5.01,1.51
2,13,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,3.0,1.8,5.4",0.75,15.1,1.5
2,14,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,9.51,4.51
2,15,11,True,False,False,"0.0,0.0,0.0,0.9,5.0,3.0,4.5,13.5",1.95,12.0,4.5
2,16,9,True,False,False,"0.0,1.0,0.0,4.3,5.0,6.0,21.5,129.0",4.55,12.0,3.0
2,17,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",4.56,9.51,1.51
2,18,8,True,False,False,"0.0,0.0,1.0,1.5,3.0,3.0,4.5,13.5",0.75,17.2,1.5
2,19,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,3.0,1.8,5.4",0.75,13.9,1.5
2,20,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,15.71,1.51
2,21,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.81,14.51,1.51
2,22,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",1.96,14.51,1.21
2,23,9,True,False,False,"0.0,1.0,0.0,6.7,3.6,3.0,24.12,72.36",3.35,20.5,1.5
2,24,4,True,False,False,"0.0,0.0,1.0,1.8,4.2,3.0,7.56,22.68",5.8,16.6,1.5
2,25,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,18.71,4.51
2,26,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.21
2,27,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.51
2,28,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.81,18.71,1.51
2,29,13,False,True,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,16.43,4.21
2,30,1,False,True,False,"1.0,1.0,0.0,6.7,5.0,3.0,33.5,100.5",3.35,2.5,1.5
2,31,7,False,True,False,"0.0,0.0,1.0,1.5,4.2,3.0,6.3,18.9",0.75,16.6,4.5
2,32,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.36,22.31,1.51
2,33,0,False,False,True,"0.0,0.0,0.0,1.5,5.0,6.0,7.5,45.0",0.75,11.740909,3.204545
2,34,3,False,False,True,"0.0,0.0,0.0,3.4,4.2,3.0,14.28,42.84",3.2,16.6,1.5
2,35,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.27,18.71,4.21
2,36,13,False,False,True,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",4.91,16.61,1.21
3,0,1,True,False,False,"1.0,1.0,0.0,7.5,5.0,3.1,37.5,116.25",3.75,2.5,1.55
3,1,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,16.01,1.56
3,2,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.41,9.51,1.87
3,3,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.06,14.51,4.66
3,4,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.61,12.01,4.66
3,5,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.56
3,6,6,True,False,False,"0.0,0.0,0.0,4.9,5.0,3.1,24.5,75.95",5.05,12.0,4.65
3,7,0,True,False,False,"0.0,0.0,0.0,1.5,5.0,6.2,7.5,46.5",0.75,11.740909,3.311364
3,8,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,12.27,4.35
3,9,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,14.51,4.66
3,10,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",6.61,9.51,1.56
3,11,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.41,14.51,1.87
3,12,11,True,False,False,"0.0,0.0,0.0,1.1,5.0,3.1,5.5,17.05",2.05,12.0,4.65
3,13,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,9.51,4.66
3,14,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.25
3,15,3,True,False,False,"0.0,0.0,0.0,4.2,5.0,3.1,21.0,65.1",3.6,12.0,1.55
3,16,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.51,17.51,1.56
3,17,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,3.1,1.8,5.58",0.75,13.9,1.55
3,18,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,17.51,1.56
3,19,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",5.19,14.51,4.35
3,20,9,True,False,False,"0.0,0.0,1.0,7.5,3.0,3.1,22.5,69.75",4.5,16.0,1.55
3,21,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",5.19,9.51,4.35
3,22,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.76,0.01,1.56
3,23,4,True,False,False,"0.0,0.0,1.0,1.8,5.0,3.1,9.0,27.9",6.6,12.0,1.55
3,24,2,False,True,False,"0.0,0.0,0.0,7.5,4.5,3.1,33.75,104.625",3.75,7.25,1.55
3,25,8,False,True,False,"0.0,0.0,1.0,1.5,3.0,3.1,4.5,13.95",0.75,16.0,1.55
3,26,13,False,True,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",5.71,12.01,1.25
3,27,13,False,False,True,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",6.61,14.51,1.56
3,28,13,False,False,True,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.76,5.01,1.56
3,29,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.06,9.51,4.66
4,0,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",6.01,14.51,1.46
4,1,11,True,False,False,"0.0,0.0,0.0,1.0,5.0,2.9,5.0,14.5",2.0,12.0,1.45
4,2,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.81,14.51,1.46
4,3,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.46,5.01,1.46
4,4,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.39,18.71,4.07
4,5,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,9.51,4.36
4,6,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,18.71,1.46
4,7,11,True,False,False,"0.0,0.0,0.0,1.0,5.0,2.9,5.0,14.5",2.0,12.0,4.35
4,8,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",2.01,14.51,1.17
4,9,9,True,False,False,"0.0,1.0,0.0,4.4,5.0,5.8,22.0,127.6",4.7,12.0,2.9
4,10,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.01,14.51,4.36
4,11,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",2.01,9.51,1.17
4,12,2,True,False,False,"0.0,0.0,0.0,6.9,4.5,2.9,31.05,90.045",3.45,7.25,1.45
4,13,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,2.9,1.8,5.22",0.75,13.9,1.45
4,14,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.31,18.71,1.46
4,15,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,15.71,1.46
4,16,0,True,False,False,"0.0,0.0,0.0,1.5,5.0,5.8,7.5,43.5",0.75,11.740909,3.097727
4,17,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",6.01,18.71,1.46
4,18,4,True,False,False,"0.0,0.0,1.0,1.8,4.2,2.9,7.56,21.924",6.0,16.6,1.45
4,19,9,True,False,False,"0.0,1.0,0.0,6.9,3.6,2.9,24.84,72.036",3.45,20.5,1.45
4,20,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.46
4,21,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,2.9,1.8,5.22",0.75,15.1,1.45
4,22,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.17
4,23,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,12.27,4.07
4,24,3,True,False,False,"0.0,0.0,0.0,3.6,4.2,2.9,15.12,43.848",3.3,16.6,1.45
4,25,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",4.71,9.51,1.46
4,26,6,True,False,False,"0.0,0.0,0.0,5.4,4.2,2.9,22.68,65.772",4.2,16.6,4.35
4,27,7,True,False,False,"0.0,0.0,1.0,1.5,4.2,2.9,6.3,18.27",0.75,16.6,4.35
4,28,8,True,False,False,"0.0,0.0,1.0,1.5,3.0,2.9,4.5,13.05",0.75,17.2,1.45
4,29,12,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.46,22.31,1.46
4,30,12,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.46,0.01,1.46
4,31,12,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.71,9.51,4.36
4,32,1,False,False,True,"1.0,1.0,0.0,6.9,5.0,2.9,34.5,100.05",3.45,2.5,1.45
4,33,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,18.71,4.36
4,34,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.01,9.51,4.36
4,35,13,False,False,True,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",5.11,16.61,1.17
4,36,13,False,False,True,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,16.43,4.07
5,0,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.16,18.71,1.41
5,1,8,True,False,False,"0.0,0.0,1.0,1.5,3.0,2.8,4.5,12.6",0.75,17.2,1.4
5,2,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.95,5.01,1.69
5,3,4,True,False,False,"0.0,0.0,1.0,1.8,4.2,2.8,7.56,21.168",5.7,16.6,1.4
5,4,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.11,14.51,4.21
5,5,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.71,14.51,1.41
5,6,9,True,False,False,"0.0,1.0,0.0,3.9,5.0,5.6,19.5,109.2",4.65,12.0,2.8
5,7,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",4.66,9.51,1.41
5,8,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,5.01,4.21
5,9,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.71,18.71,1.41
5,10,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,2.8,1.8,5.04",0.75,13.9,1.4
5,11,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.13
5,12,11,True,False,False,"0.0,0.0,0.0,1.2,5.0,2.8,6.0,16.8",2.1,12.0,1.4
5,13,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.41
5,14,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",2.11,9.51,1.13
5,15,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,2.8,1.8,5.04",0.75,15.1,1.4
5,16,2,True,False,False,"0.0,0.0,0.0,6.6,4.5,2.8,29.7,83.16",3.3,7.25,1.4
5,17,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.31,22.31,1.41
5,18,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,7.26,4.21
5,19,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.06,5.01,4.21
5,20,6,True,False,False,"0.0,0.0,0.0,5.1,4.5,2.8,22.95,64.26",4.05,7.25,4.2
5,21,7,True,False,False,"0.0,0.0,1.0,1.5,4.5,2.8,6.75,18.9",0.75,7.25,4.2
5,22,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.76,14.51,1.41
5,23,1,True,False,False,"1.0,1.0,0.0,6.6,5.0,2.8,33.0,92.4",3.3,2.5,1.4
5,24,11,True,False,False,"0.0,0.0,0.0,1.2,5.0,2.8,6.0,16.8",2.1,12.0,4.2
5,25,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.11,9.51,4.21
5,26,9,True,False,False,"0.0,1.0,0.0,6.6,3.6,2.8,23.76,66.528",3.3,20.5,1.4
5,27,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,18.71,1.41
5,28,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,15.71,1.41
5,29,0,False,True,False,"0.0,0.0,0.0,1.5,5.0,5.6,7.5,42.0",0.75,11.740909,2.990909
5,30,13,False,True,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,12.27,3.93
5,31,13,False,True,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",2.11,14.51,1.13
5,32,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.31,0.01,1.41
5,33,13,False,False,True,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",4.81,16.61,1.13
5,34,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.69,14.51,3.93
5,35,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,14.51,4.21
5,36,3,False,False,True,"0.0,0.0,0.0,3.3,4.2,2.8,13.86,38.808",3.15,16.6,1.4
6,0,2,True,False,False,"0.0,0.0,0.0,6.4,4.5,2.8,28.8,80.64",3.2,7.25,1.4
6,1,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.96,17.51,1.41
6,2,11,True,False,False,"0.0,0.0,0.0,1.1,5.0,2.8,5.5,15.4",2.05,12.0,4.2
6,3,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.13
6,4,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.06,9.51,4.21
6,5,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",4.61,12.01,1.13
6,6,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,12.27,3.93
6,7,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,14.51,4.21
6,8,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,2.8,1.8,5.04",0.75,13.9,1.4
6,9,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.61,12.01,4.21
6,10,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.06,14.51,4.21
6,11,3,True,False,False,"0.0,0.0,0.0,3.1,5.0,2.8,15.5,43.4",3.05,12.0,1.4
6,12,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.41
6,13,9,True,False,False,"0.0,0.0,1.0,6.4,3.0,2.8,19.2,53.76",3.95,16.0,1.4
6,14,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.21,0.01,1.41
6,15,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,9.51,4.21
6,16,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.97,14.51,1.69
6,17,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,16.01,1.41
6,18,4,True,False,False,"0.0,0.0,1.0,1.8,5.0,2.8,9.0,25.2",5.5,12.0,1.4
6,19,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.97,9.51,1.69
6,20,6,True,False,False,"0.0,0.0,0.0,3.8,5.0,2.8,19.0,53.2",4.5,12.0,4.2
6,21,1,True,False,False,"1.0,1.0,0.0,6.4,5.0,2.8,32.0,89.6",3.2,2.5,1.4
6,22,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.51,9.51,1.41
6,23,0,True,False,False,"0.0,0.0,0.0,1.5,5.0,5.6,7.5,42.0",0.75,11.740909,2.990909
6,24,12,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.53,9.51,3.93
6,25,13,False,True,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.51,14.51,1.41
6,26,8,False,True,False,"0.0,0.0,1.0,1.5,3.0,2.8,4.5,12.6",0.75,16.0,1.4
6,27,13,False,False,True,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.21,5.01,1.41
6,28,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.53,14.51,3.93
6,29,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,17.51,1.41
7,0,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.69,18.71,4.49
7,1,4,True,False,False,"0.0,0.0,1.0,1.8,4.2,3.2,7.56,24.192",6.5,16.6,1.6
7,2,6,True,False,False,"0.0,0.0,0.0,5.9,4.2,3.2,24.78,79.296",4.45,16.6,4.8
